"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC200730TCc1","30/07/2020","Caretta caretta","Abruzzo","Chieti","San Salvo","ND","49","","","Morto","Si","Guardia Costiera","Roberto Valente","CSC/ASL","42.07157","14.77591"
"CSC200729TCc1","29/07/2020","Caretta caretta","Abruzzo","Chieti","Vasto","ND","37","","","Morto","ND","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.1778","14.68982"
"CSC200728TCc1","28/07/2020","Caretta caretta","Abruzzo","Chieti","Ortona","ND","52.7","","CSCIT198","Vivo","Si","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.4268","14.50376"
"CSC200725TCc1","25/07/2020","Caretta caretta","Abruzzo","Pescara","Pescara","ND","45.2","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.48254","14.20097"
"CSC200724TCc1","24/07/2020","Caretta caretta","Abruzzo","Teramo","Silvi","ND","32","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.55607","14.11675"
"CSC200724TCc2","24/07/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","34","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.71724","13.99072"
"CSC200723TCc1","23/07/2020","Caretta caretta","Molise","Campobasso","Campomarino","ND","38","","","Morto","ND","Centro Studi Cetacei","Maria Carla De Francesco","Centro Studi Cetacei","41.92725","15.13499"
"CSC200721TCc1","21/07/2020","Caretta caretta","Abruzzo","Teramo","Pineto","ND","30.8","","","Morto","ND","Privato cittadino","Anna Angrilli","Centro Studi Cetacei","42.63762","14.04917"
"CSC200720TCc1","20/07/2020","Caretta caretta","Abruzzo","Teramo","Pineto","ND","45","","","Morto","Si","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.6158","14.06466"
"CSC200719TCc1","19/07/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","25","","","Morto","ND","Guardia Costiera","Mauro Blardi","ASREM","42.01222","14.94305"
"CSC200716TCc2","16/07/2020","Caretta caretta","Abruzzo","Teramo","Silvi","ND","31.5","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.55741","14.11506"
"CSC200716TCc1","16/07/2020","Caretta caretta","Abruzzo","Pescara","Pescara","M","68","","CSCIT197","Vivo","Si","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.52406","14.31417"
"CSC200715TCc2","15/07/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","59","","","Morto","ND","Servizio di Salvataggio","Claudia Borgatti","Centro Studi Cetacei","42.68375","14.01395"
"CSC200715TCc1","15/07/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","29.5","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.67073","14.02345"
"CSC200712TCc1","12/07/2020","Caretta caretta","Abruzzo","Teramo","Pineto","F","82","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.61885","14.06138"
"CSC200711TCc1","11/07/2020","Caretta caretta","Abruzzo","Teramo","Giulianova","F","59","1377PCRTMMOLFETTA","CSCIT196","Vivo","Si","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.735","14.01694"
"CSC200709TCc1","09/07/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","38.5","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.67891","14.01725"
"CSC200709TCc3","09/07/2020","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","42","","","Vivo","Si","Privato cittadino","Valeria Angelini","Centro di Recupero","42.943","13.89"
"CSC200709TCc2","09/07/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","70.5","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.67281","14.02181"
"CSC200707TCc2","07/07/2020","Caretta caretta","Abruzzo","Teramo","Silvi","ND","51.6","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.56576","14.10684"
"CSC200707TCc1","07/07/2020","Caretta caretta","Abruzzo","Pescara","Montesilvano","ND","61.6","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.51691","14.16216"
"CSC200707TCc4","07/07/2020","Caretta caretta","Puglia","Foggia","Vieste","F","78","","","Morto","Si","Privato cittadino","Abbenante Alberto","ASL","41.9213","16.1125"
"CSC200707TCc3","07/07/2020","Caretta caretta","Abruzzo","Teramo","Silvi","F","61.6","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.55559","14.117"
"CSC200705TCc2","05/07/2020","Caretta caretta","Lazio","Viterbo","Montalto di Castro","ND","94","","","Morto","ND","Privato cittadino","Maria Carla Lafiandra","ASL","42.35972","11.50222"
"CSC200705TCc1","05/07/2020","Caretta caretta","Molise","Campobasso","Montenero di Bisaccia","ND","57","","","Morto","ND","Guardia Costiera","Antonio Cancellario","ASREM","42.06904","14.78181"
"CSC200705TCc3","05/07/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","80","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.445","12.295"
"CSC200704TCc1","04/07/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","54","","","Morto","ND","Privato cittadino","anonimo","Polizia Municipale","44.326","12.316"
"CSC200703TCc2","03/07/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","67","","","Morto","ND","Privato cittadino","anonimo","Polizia Municipale","44.395","12.316"
"CSC200703TCc1","03/07/2020","Caretta caretta","Marche","Ascoli Piceno","Grottammare","ND","50","","","Morto","ND","Privato cittadino","Della Noce Giuseppe","ASUR","42.988","13.8727"
"CSC200702TCc1","02/07/2020","Caretta caretta","Abruzzo","Chieti","Vasto","ND","65","","","Morto","ND","Guardia Costiera","Fabrizio Di Fonzo","CSC/ASL","42.088","14.73922"
"CSC200702TCc2","02/07/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","66","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.463","12.289"
"CSC200626TCc1","26/06/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","37","","","Morto","ND","Privato cittadino","Segati Sara","Centro di Recupero","44.499","12.285"
"CSC200623TCc1","23/06/2020","Caretta caretta","Abruzzo","Teramo","Silvi","M","68.5","","","Morto","ND","Guardia Costiera","Anna Angrilli","Centro Studi Cetacei","42.55667","14.11576"
"CSC200622TCc1","22/06/2020","Caretta caretta","Abruzzo","Chieti","Vasto","ND","44","","","Morto","ND","Guardia Costiera","Roberto Valente","CSC/ASL","42.08846","14.7384"
"CSC200621TCc1","21/06/2020","Caretta caretta","Abruzzo","Pescara","Montesilvano","ND","44.5","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.51569","14.16421"
"CSC200621TCc2","21/06/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","65","","","Morto","ND","Guardia Costiera","Angela D'Ambrosio","Centro Studi Cetacei","42.01803","14.91455"
"CSC200620TCc1","20/06/2020","Caretta caretta","Abruzzo","Chieti","Fossacesia","ND","47","","","Morto","ND","Guardia Costiera","Desiree Di Loreto","ASL","42.2366","14.5412"
"CSC200620TCc2","20/06/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","80","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.543","12.28"
"CSC200619TCc1","19/06/2020","Caretta caretta","Abruzzo","Chieti","Vasto","ND","66","","","Morto","ND","Guardia Costiera","Fabrizio Di Fonzo","CSC/ASL","42.11028","14.71805"
"CSC200619TCc2","19/06/2020","Caretta caretta","Molise","Campobasso","Petacciato","ND","0","","","Morto","ND","Guardia Costiera","Vincenzo Gallo","Centro Studi Cetacei","42.03415","14.86034"
"CSC200618TCc1","18/06/2020","Caretta caretta","Molise","Campobasso","Campomarino","F","62","","","Morto","ND","Guardia Costiera","Vincenzo Gallo","Centro Studi Cetacei","41.93791","15.0893"
"CSC200617TCc3","17/06/2020","Caretta caretta","Abruzzo","Chieti","Vasto","ND","0","","","Morto","Si","Guardia Costiera","Fabrizio Di Fonzo","CSC/ASL","42.10208","14.72109"
"CSC200617TCc1","17/06/2020","Caretta caretta","Molise","Campobasso","Termoli","F","71","","","Morto","ND","Guardia Costiera","Gianluca Barbuto","Centro Studi Cetacei","42.01529","14.93028"
"CSC200617TCc2","17/06/2020","Caretta caretta","Abruzzo","Chieti","Vasto","F","62","","","Morto","ND","Guardia Costiera","Fabrizio Di Fonzo","CSC/ASL","42.09815","14.72514"
"CSC200616TCc1","16/06/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","40","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.444","12.297"
"CSC200614TCc1","14/06/2020","Caretta caretta","Molise","Campobasso","Campomarino","ND","63","","","Morto","ND","Guardia Costiera","Alessandro Occhionero","Centro Studi Cetacei","41.97771","15.03087"
"CSC200614TCc2","14/06/2020","Caretta caretta","Molise","Campobasso","Petacciato","ND","80","","","Morto","ND","Guardia Costiera","Giuseppe Berardinelli","ASREM","42.03847","14.84913"
"CSC200610TCc1","10/06/2020","Caretta caretta","Lazio","Roma","Santa Marinella","ND","60","","","Morto","ND","Privato cittadino","Filippo Cigliano","Ambito Rete Tarta Lazio","42.03814","11.89023"
"CSC200609TCc1","09/06/2020","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","91","","","Morto","Si","Motopeschereccio","Della Noce Giuseppe","ASUR","42.95018","13.88"
"CSC200605TCc2","05/06/2020","Caretta caretta","Lazio","Latina","Terracina","ND","100","","","Morto","ND","Privato cittadino","Nicola Marrone","Ambito Rete Tarta Lazio","41.28375","13.21203"
"CSC200605TCc1","05/06/2020","Caretta caretta","Lazio","Roma","Pomezia","F","38","SZN017","","Morto","ND","Privato cittadino","Valerio Manfrini","Ambito Rete Tarta Lazio","41.6331","12.44608"
"CSC200603TCc1","03/06/2020","Caretta caretta","Abruzzo","Chieti","Casalbordino","ND","88","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.20296","14.61087"
"CSC200602TCc1","02/06/2020","Caretta caretta","Molise","Campobasso","Campomarino","ND","100","","","Morto","ND","Guardia Costiera","Mauro Blardi","ASREM","41.9368","15.09377"
"CSC200602TCc3","02/06/2020","Caretta caretta","Abruzzo","Chieti","Torino di Sangro","ND","63","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.23403","14.54627"
"CSC200602TCc2","02/06/2020","Caretta caretta","Lazio","Latina","Fondi","ND","50","","","Morto","Si","Privato cittadino","Nicola Marrone","Ambito Rete Tarta Lazio","41.28899","13.34644"
"CSC200602TCc4","02/06/2020","Caretta caretta","Abruzzo","Chieti","Vasto","ND","31","","","Morto","ND","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.1812","14.67787"
"CSC200528TCc1","28/05/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","68.5","","","Morto","ND","Guardia Costiera","Gianluca Barbuto","Centro Studi Cetacei","42.01253","14.94499"
"CSC200524TCc1","24/05/2020","Caretta caretta","Lazio","Roma","Ladispoli","ND","80","","","Morto","ND","Privato cittadino","Guardie Ecozoofile Fare Ambiente","Associazione","41.94653","12.07751"
"CSC200523TCc1","23/05/2020","Caretta caretta","Lazio","Viterbo","Montalto di Castro","M","52","","","Morto","ND","Privato cittadino","Fabio Tasca","Ambito Rete Tarta Lazio","42.37395","11.46134"
"CSC200521TCc1","21/05/2020","Caretta caretta","Lazio","Latina","Minturno","F","90","","","Morto","ND","Privato cittadino","Nicola Marrone","Ambito Rete Tarta Lazio","41.25059","13.69459"
"CSC200520TCc1","20/05/2020","Caretta caretta","Lazio","Roma","Santa Marinella","F","80","","","Morto","ND","Privato cittadino","Personale","Guardia Costiera","42.03","11.84194"
"CSC200517TCc2","17/05/2020","Caretta caretta","Lazio","Latina","Terracina","ND","100","","","Morto","ND","Privato cittadino","Personale","Guardia Costiera","41.26293","13.14318"
"CSC200517TCc3","17/05/2020","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","50","","","Morto","ND","Privato cittadino","Della Noce Giuseppe","ASUR","42.95018","13.88"
"CSC200517TCc1","17/05/2020","Caretta caretta","Lazio","Viterbo","Montalto di Castro","ND","56","","","Morto","ND","Privato cittadino","Fabio Tasca","Guardia Costiera","42.3225","11.58555"
"CSC200515TCc1","15/05/2020","Caretta caretta","Lazio","Roma","Nettuno","ND","63","","","Morto","ND","Esercito","Luigi De Gregorio","Ambito Rete Tarta Lazio","41.43449","12.72368"
"CSC200510TCc2","10/05/2020","Caretta caretta","Lazio","Roma","Fiumicino","M","65","","","Morto","ND","Privato cittadino","Lino Serra","Ambito Rete Tarta Lazio","41.90091","12.15576"
"CSC200510TCc1","10/05/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","47","","","Morto","ND","Guardia Costiera","Gianluca Barbuto","Centro Studi Cetacei","42.01781","14.91552"
"CSC200507TCc1","07/05/2020","Caretta caretta","Lazio","Roma","Civitavecchia","ND","60","","","Morto","ND","Privato cittadino","Giuseppe Fabio Di Camillo","Guardia Costiera","42.14766","11.74408"
"CSC200502TCc1","02/05/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","31","","","Morto","ND","Guardia Costiera","Gianluca Barbuto","Centro Studi Cetacei","42.01531","14.93122"
"CSC200427TCc1","27/04/2020","Caretta caretta","Liguria","Imperia","Ventimiglia","ND","27","","","Morto","Si","Guardia Costiera","Walter Mignone","Istituto Zooprofilattico","43.79172","7.58924"
"CSC200422TCc1","22/04/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","65","","","Morto","ND","Guardia Costiera","Segati Sara","Centro di Recupero","44.522","12.28"
"CSC200419TCc1","19/04/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","66","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.73905","13.98031"
"CSC200404TCc1","04/04/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","70","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.51505","12.28008"
"CSC200401TCc1","01/04/2020","Caretta caretta","Abruzzo","Pescara","Montesilvano","F","76.7","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.50958","14.17029"
"CSC200330TCc3","30/03/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","66.3","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.01093","14.9526"
"CSC200330TCc1","30/03/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","66","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.0085","14.96613"
"CSC200330TCc2","30/03/2020","Caretta caretta","Molise","Campobasso","Termoli","M","91.5","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.01093","14.9526"
"CSC200329TCc2","29/03/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","65","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.416","12.311"
"CSC200329TCc1","29/03/2020","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","65","","","Morto","ND","Guardia Costiera","Flavia Pagano","CSC/ASL","42.42868","14.27957"
"CSC200328TCc1","28/03/2020","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","ND","63","","","Morto","ND","Guardia Costiera","Flavia Pagano","ASL","42.41103","14.31023"
"CSC200328TCc2","28/03/2020","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","40","","","Morto","ND","Privato cittadino","Pistilli Maria Gabriella","ASUR","42.9247","13.9001"
"CSC200323TCc1","23/03/2020","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","81","","","Morto","ND","Privato cittadino","Cla","Centro Studi Cetacei","42.69533","14.00453"
"CSC200317TCc1","17/03/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","63","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.484","12.285"
"CSC200314TCc1","14/03/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","80","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.406","12.315"
"CSC200303TCc1","03/03/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","70","","","Morto","ND","Privato cittadino","Gaetano Piermatteo","ASREM","42.01045","14.95477"
"CSC200303TCc2","03/03/2020","Caretta caretta","Lazio","Roma","Pomezia","ND","11.2","","","Vivo","No","Privato cittadino","Personale","Ambito Rete Tarta Lazio","41.64095","12.43679"
"CSC200228TCc1","28/02/2020","Caretta caretta","Molise","Campobasso","Petacciato","ND","71","","","Morto","ND","Privato cittadino","Gaetano Piermatteo","ASREM","42.03315","14.86267"
"CSC200219TCc1","19/02/2020","Caretta caretta","Abruzzo","Pescara","Pescara","ND","65.3","","CSCIT195","Vivo","Si","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.51017","14.31961"
"CSC200215TCc1","15/02/2020","Caretta caretta","Lazio","Roma","Fiumicino","ND","34","","","Morto","No","Privato cittadino","Lino Serra","Guardia Costiera","41.88272","12.17094"
"CSC200211TCc1","11/02/2020","Caretta caretta","Marche","Fermo","Altidona","ND","53","","","Morto","ND","Privato cittadino","Amici Maurizio","ASUR","43.1197","13.8328"
"CSC200210TCc1","10/02/2020","Caretta caretta","Marche","Ancona","Ancona","ND","50","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.616","13.434"
"CSC200209TCc2","09/02/2020","Caretta caretta","Molise","Campobasso","Montenero di Bisaccia","F","79","","","Morto","ND","Privato cittadino","Giuseppe Corvinelli","ASREM","42.0551","14.81108"
"CSC200209TCc1","09/02/2020","Caretta caretta","Molise","Campobasso","Termoli","ND","67","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","41.98545","15.01636"
"CSC200207TCc1","07/02/2020","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","50","","","Morto","ND","Privato cittadino","anonimo,","Guardia Costiera","44.3327","12.3357"
"CSC200204TCc1","04/02/2020","Caretta caretta","Abruzzo","Pescara","Pescara","F","73","","CSCIT194","Vivo","Si","Motopeschereccio","Anna Angrilli","Centro Studi Cetacei","42.58893","14.37942"
"CSC200201TCc1","01/02/2020","Caretta caretta","Abruzzo","Chieti","Casalbordino","ND","82","","","Morto","ND","Guardia Costiera","Pietro Di Taranto","CSC/ASL","42.20237","14.61237"
